,4,8,16,32,64,128,256,512,1024
0,1.02,,,,,,,,
1,,1.02,,,,,,,
2,,,1.02,,,,,,
3,,,,1.02,,,,,
4,,,,,1.02,,,,
5,,,,,,1.02,,,
6,,,,,,,1.02,,
7,,,,,,,,1.02,
8,,,,,,,,,1.02
